UKPRN,providerName,Region,subject,sex,yearsAfterGraduation,grads,unmatched,matched,activityNotCaptured,noSustDest,sustEmpOnly,sustEmp,sustEmpFSorBoth,earningsInclude,lowerAnnEarn,medianAnnEarn,upperAnnEarn,POLARGrpOne,POLARGrpOneIncluded,prAttBand,prAttIncluded
10003270,Imperial College of Science Technology and Medicine,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007767,The University of Keele,West Midlands,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007150,The University of Kent,South East,Architecture building & planning,Female,1,40,2.5,40,x,x,34.6,62.8,80.8,15,14900,17900,19400,x,x,2,93.6
10003645,King's College London,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003678,Kingston University,London,Architecture building & planning,Female,1,45,0,45,10.9,8.7,x,x,80.4,30,13900,19800,23300,x,x,2,54.3
10007768,The University of Lancaster,North West,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003854,Leeds College of Art,Yorkshire and the Humber,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003861,Leeds Beckett University,Yorkshire and the Humber,Architecture building & planning,Female,1,75,0,75,7.9,11.8,65.8,75,80.3,45,12600,18800,25300,x,x,2,59.2
10007795,The University of Leeds,Yorkshire and the Humber,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003863,Leeds Trinity University,Yorkshire and the Humber,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007796,The University of Leicester,East Midlands,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007151,The University of Lincoln,East Midlands,Architecture building & planning,Female,1,35,0,35,x,x,36.1,72.2,88.9,15,9600,14700,17100,x,x,2,86.1
10003956,Liverpool Hope University,North West,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003957,Liverpool John Moores University,North West,Architecture building & planning,Female,1,45,2.2,45,x,x,x,x,88.6,30,17600,22500,26300,9.7,70.5,2,50
10003945,The Liverpool Institute for Performing Arts,North West,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006842,The University of Liverpool,North West,Architecture building & planning,Female,1,35,3,30,x,x,46.9,56.3,87.5,15,13900,16200,20200,x,x,1,78.1
10007162,University of the Arts London,London,Architecture building & planning,Female,1,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007769,London Business School,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007797,University of London (Institutes and activities),London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004048,London Metropolitan University,London,Architecture building & planning,Female,1,25,8.3,20,x,x,x,x,77.3,10,7900,18000,21100,x,x,2,36.4
10004078,London South Bank University,London,Architecture building & planning,Female,1,75,2.6,75,14.7,13.3,52,65.3,72,35,9400,19500,28500,x,x,3,10.7
10004063,London School of Economics and Political Science,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007771,London School of Hygiene and Tropical Medicine,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004113,Loughborough University,East Midlands,Architecture building & planning,Female,1,20,0,20,x,x,x,x,89.2,15,22700,27500,37400,x,x,2,81.1
10004180,The Manchester Metropolitan University,North West,Architecture building & planning,Female,1,30,3.1,30,x,x,35.5,48.4,67.7,x,x,x,x,x,x,1,77.4
10007798,The University of Manchester,North West,Architecture building & planning,Female,1,30,0,30,x,x,x,x,87.1,20,16100,20800,24000,x,x,1,83.9
10004351,Middlesex University,London,Architecture building & planning,Female,1,25,4.2,25,x,x,x,x,x,10,11600,15300,20600,x,x,x,x
10007799,University of Newcastle-upon-Tyne,North East,Architecture building & planning,Female,1,35,0,35,x,x,51.4,80,88.6,20,14700,18800,21100,x,x,1,85.7
10007832,Newman University,West Midlands,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007138,The University of Northampton,East Midlands,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10001282,University of Northumbria at Newcastle,North East,Architecture building & planning,Female,1,80,2.6,75,6.6,5.3,64.5,78.9,88.2,50,19200,23200,27100,4.9,80.3,2,60.5
10004775,Norwich University of the Arts,East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007154,University of Nottingham,East Midlands,Architecture building & planning,Female,1,55,1.8,55,x,x,35.7,69.6,96.4,15,14500,18200,24900,x,x,1,82.1
10004797,The Nottingham Trent University,East Midlands,Architecture building & planning,Female,1,65,0,65,5.3,6,63.9,77.4,88.7,40,21300,24400,28300,x,x,2,72.2
10007773,The Open University in England16,South East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004930,Oxford Brookes University,South East,Architecture building & planning,Female,1,45,0,45,8.5,6.4,59.6,66,85.1,25,15000,19300,23000,x,x,1,76.6
10007774,The University of Oxford,South East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005127,Plymouth College of Art,South West,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007801,University of Plymouth,South West,Architecture building & planning,Female,1,30,0,30,x,x,46.4,71.4,89.3,15,13900,16200,22900,x,x,2,64.3
10007155,The University of Portsmouth,South East,Architecture building & planning,Female,1,60,0,60,x,x,50.4,74.8,81.7,30,12200,15800,20800,x,x,2,64.3
10007775,Queen Mary University of London,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005389,Ravensbourne,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007802,The University of Reading,South East,Architecture building & planning,Female,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007776,Roehampton University,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005523,Rose Bruford College,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007835,Royal Academy of Music,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005545,Royal Agricultural University,South West,Architecture building & planning,Female,1,45,0,45,x,x,x,x,84.8,35,18600,19600,23500,x,x,2,76.1
10007777,Royal College of Art,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007778,Royal College of Music,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007816,The Royal Central School of Speech and Drama,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005553,Royal Holloway and Bedford New College,South East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007837,Royal Northern College of Music,North West,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007779,The Royal Veterinary College,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007782,St George's Hospital Medical School,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007843,St Mary's University Twickenham,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007156,The University of Salford,North West,Architecture building & planning,Female,1,35,2.8,35,8.6,8.6,x,x,82.9,25,14400,20700,24900,14.3,60,2,40
10007780,The School of Oriental and African Studies,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005790,Sheffield Hallam University,Yorkshire and the Humber,Architecture building & planning,Female,1,50,0,50,x,x,x,x,84.7,35,16000,22000,31100,x,x,2,51.1
10007157,The University of Sheffield,Yorkshire and the Humber,Architecture building & planning,Female,1,85,0,85,4.2,14,61.9,70.3,81.8,50,19400,21000,25200,x,x,1,60.3
10006022,Southampton Solent University,South East,Architecture building & planning,Female,1,15,5.9,15,x,x,x,x,93.8,15,17000,18800,20900,x,x,3,37.5
10007158,The University of Southampton,South East,Architecture building & planning,Female,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006299,Staffordshire University,West Midlands,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10037449,University of St Mark and St John,South West,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10014001,University Campus Suffolk,East,Architecture building & planning,Female,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007159,The University of Sunderland,North East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007160,The University of Surrey,South East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007806,The University of Sussex,South East,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007161,Teesside University,North East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10008017,Trinity Laban Conservatoire of Music and Dance,London,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007784,University College London,London,Architecture building & planning,Female,1,35,0,35,x,x,43.2,54.1,64.9,15,18700,21600,24800,x,x,1,75.7
10007163,The University of Warwick,West Midlands,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007164,University of the West of England Bristol,South West,Architecture building & planning,Female,1,90,4.4,85,x,x,77.3,88.4,94.2,65,17900,21200,25900,11.5,70.9,2,58.1
10006566,The University of West London,London,Architecture building & planning,Female,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007165,The University of Westminster,London,Architecture building & planning,Female,1,75,1.4,75,4.8,11,74.1,78.2,84.2,45,14100,20000,25500,x,x,2,49.5
10003614,The University of Winchester,South East,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007166,The University of Wolverhampton,West Midlands,Architecture building & planning,Female,1,20,15,15,x,x,x,x,76.5,x,x,x,x,x,x,3,17.6
10007139,University of Worcester,West Midlands,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007657,Writtle College,East,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007713,York St John University,Yorkshire and the Humber,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007167,The University of York,Yorkshire and the Humber,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007856,Aberystwyth University,Wales,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007857,Bangor University,Wales,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007814,Cardiff University,Wales,Architecture building & planning,Female,1,65,1.6,65,x,x,41.3,69.8,93.7,25,19600,24000,25600,x,x,.,.
10007854,Cardiff Metropolitan University,Wales,Architecture building & planning,Female,1,20,0,20,x,x,x,x,84.2,15,16800,21300,22900,x,x,.,.
10007833,Glynd?r University,Wales,Architecture building & planning,Female,1,15,0,15,x,x,x,x,100,10,16200,22000,24000,x,x,.,.
10007855,Swansea University,Wales,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007858,University of Wales Trinity Saint David,Wales,Architecture building & planning,Female,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,..,..
10007793,University of South Wales,Wales,Architecture building & planning,Female,1,10,9.1,10,x,x,x,x,x,x,x,x,x,x,x,..,..
10008574,University of Wales (central functions),Wales,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007783,The University of Aberdeen,Scotland,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10007849,University of Abertay Dundee,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007852,The University of Dundee,Scotland,Architecture building & planning,Female,1,35,0,35,x,x,20,62.9,100,x,x,x,x,..,..,.,.
10007772,Edinburgh Napier University,Scotland,Architecture building & planning,Female,1,15,0,15,x,x,x,x,92.3,x,x,x,x,..,..,.,.
10007790,The University of Edinburgh,Scotland,Architecture building & planning,Female,1,50,2,50,x,x,38,56,86,15,12700,20400,22000,..,..,.,.
10007762,Glasgow Caledonian University,Scotland,Architecture building & planning,Female,1,50,4.2,45,x,x,x,x,84.8,35,14300,20900,26000,..,..,.,.
10002681,Glasgow School of Art,Scotland,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10007794,The University of Glasgow,Scotland,Architecture building & planning,Female,1,0,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10007764,Heriot-Watt University,Scotland,Architecture building & planning,Female,1,10,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10005337,Queen Margaret University Edinburgh,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005500,The Robert Gordon University,Scotland,Architecture building & planning,Female,1,25,0,25,x,x,51.9,81.5,100,15,20700,26100,31600,..,..,.,.
10005561,Royal Conservatoire of Scotland,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007803,The University of St Andrews,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005700,SRUC,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007804,The University of Stirling,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007805,The University of Strathclyde,Scotland,Architecture building & planning,Female,1,25,0,25,x,x,x,75,91.7,x,x,x,x,..,..,.,.
10007114,University of the Highlands and Islands,Scotland,Architecture building & planning,Female,1,5,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10007800,The University of the West of Scotland,Scotland,Architecture building & planning,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000291,Anglia Ruskin University,East,Biological sciences,Female,1,95,0,95,7.5,15,62.6,74.3,77.5,60,12000,15300,18800,13.8,77.5,2,62.6
10007759,Aston University,West Midlands,Biological sciences,Female,1,60,0.8,60,8.1,12.2,x,x,79.7,30,13600,18200,23200,x,x,2,81.3
10000571,Bath Spa University,South West,Biological sciences,Female,1,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007850,The University of Bath,South West,Biological sciences,Female,1,160,0.6,160,6.3,8.1,44.4,70.6,85.6,65,13100,18900,22500,4.9,89.4,1,76.9
10007152,University of Bedfordshire,East,Biological sciences,Female,1,120,0,120,2.5,17.2,66.8,73.5,80.3,80,11100,15400,19300,14.5,89.9,3,63
10007760,Birkbeck College,London,Biological sciences,Female,1,25,11.1,25,x,x,x,x,81.3,10,15500,25300,35900,x,x,x,x
10007140,Birmingham City University,West Midlands,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006840,The University of Birmingham,West Midlands,Biological sciences,Female,1,205,0,205,4.9,9.3,42.2,64.3,85.8,85,13100,19100,23400,6.1,96.8,1,91.5
10000712,University College Birmingham,West Midlands,Biological sciences,Female,1,25,0,25,x,x,x,x,78.3,10,7300,11400,18000,15.8,82.6,2,60.9
10007811,Bishop Grosseteste University,East Midlands,Biological sciences,Female,1,10,0,10,x,x,x,x,93.2,x,x,x,x,x,x,2,70.5
10006841,The University of Bolton,North West,Biological sciences,Female,1,35,2.7,35,x,x,x,x,95.8,25,9600,11700,15400,18.6,59.7,3,34.7
10000385,The Arts University Bournemouth,South West,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000824,Bournemouth University,South West,Biological sciences,Female,1,65,0,65,6.3,13.2,66.1,75.5,80.5,40,10600,17300,21300,x,x,2,51.6
10007785,The University of Bradford,Yorkshire and the Humber,Biological sciences,Female,1,90,1.1,90,11,13.2,44,64.8,75.8,40,11000,15800,18900,19.7,83.5,2,74.7
10000886,The University of Brighton,South East,Biological sciences,Female,1,120,0,120,3.6,9.2,65.8,83.8,87.2,75,12200,16300,22300,5.4,78.4,2,60.3
10007786,The University of Bristol,South West,Biological sciences,Female,1,110,0,110,2.7,6.3,46.8,69.8,91,50,12500,20100,23800,x,x,1,84.2
10000961,Brunel University London,London,Biological sciences,Female,1,140,0,140,x,x,51.1,68.2,84.6,70,12900,18400,22800,7.4,91.4,2,66.4
10000975,Buckinghamshire New University,South East,Biological sciences,Female,1,15,0,15,x,x,x,x,87.8,10,14700,18300,25700,x,x,3,46.9
10007787,The University of Buckingham,South East,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007788,The University of Cambridge,East,Biological sciences,Female,1,75,0.5,70,4.6,6.8,45.1,70.4,88.6,30,20100,25800,31200,x,x,1,91.3
10003324,The Institute of Cancer Research,London,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001143,Canterbury Christ Church University,South East,Biological sciences,Female,1,45,0,45,x,x,60.2,75.4,87.1,25,12200,14200,17000,18.5,76,2,43.3
10007141,The University of Central Lancashire,North West,Biological sciences,Female,1,50,0,50,8,10,62,74,82,30,11300,14800,17100,7.7,78,2,60
10007848,University of Chester,North West,Biological sciences,Female,1,50,0,50,x,x,67.8,83.6,90.9,30,12200,14900,17200,10.4,90.6,2,67.4
10007137,The University of Chichester,South East,Biological sciences,Female,1,90,0,90,x,x,65.5,87,90.4,55,11100,15900,21900,16.4,93.2,2,64.4
10001478,The City University,London,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001653,Conservatoire for Dance and Drama,London,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007761,Courtauld Institute of Art,London,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001726,Coventry University,West Midlands,Biological sciences,Female,1,55,0,55,10.3,12.2,58.7,70.4,77.5,25,12500,14600,19500,16.2,89.7,2,62.4
10007822,Cranfield University,East,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006427,University for the Creative Arts,South East,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007842,University of Cumbria,North West,Biological sciences,Female,1,30,1.8,30,x,x,x,x,86.5,20,11000,17000,21000,11.7,92.8,2,64.9
10001883,De Montfort University,East Midlands,Biological sciences,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007851,University of Derby,East Midlands,Biological sciences,Female,1,70,1.4,70,4.7,9.6,54.8,80,85.7,40,9000,13700,17600,14.6,75.5,3,53.6
10007143,University of Durham,North East,Biological sciences,Female,1,150,0,150,2.9,5.8,45.8,74.2,91.3,70,16200,20200,24000,5.4,100,1,88.3
10007789,The University of East Anglia,East,Biological sciences,Female,1,85,1.2,80,4.9,7.3,43.1,73.2,87.8,30,11500,14300,16900,10.6,91.9,1,68.7
